gender,age,survived,class,embarked,country,,,,,,,,,,,,,,,,,
Female,48,Yes,1,C,ENG,,,,,,,,,,,,,,,,,
Male,49,Yes,1,C,ENG,,,,,,,,,,,,,,,,,
Male,39,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,24,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Female,27,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Female,30,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,65,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,USA,,,,,,,,,,,,,,,,,
Female,23,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,18,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,25,No,2,S,USA,,,,,,,,,,,,,,,,,
Male,16,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,45,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,29,No,3,C,,,,,,,,,,,,,,,,,,
Male,15,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,22,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,48,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,5,Yes,3,S,USA,,,,,,,,,,,,,,,,,
Male,21,No,2,S,SWE,,,,,,,,,,,,,,,,,
Female,39,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,37,No,3,S,,,,,,,,,,,,,,,,,,
Female,54,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,36,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,38,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,46,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,49,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,34,Yes,3,S,,,,,,,,,,,,,,,,,,
Male,18,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,48,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,22,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,42,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,28,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,48,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,36,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Male,19,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,20,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,32,Yes,3,S,,,,,,,,,,,,,,,,,,
Female,20,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,7,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,54,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,14,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,24,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Female,28,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Female,23,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Male,19,No,1,S,NAM,,,,,,,,,,,,,,,,,
Male,64,No,1,S,NAM,,,,,,,,,,,,,,,,,
Female,60,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Male,28,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,38,No,2,S,USA,,,,,,,,,,,,,,,,,
Female,32,Yes,1,C,ENG,,,,,,,,,,,,,,,,,
Male,37,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,49,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,43,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,42,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,22,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,60,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Female,48,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,39,No,2,B,ENG,,,,,,,,,,,,,,,,,
Male,39,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,38,No,2,S,ASA,,,,,,,,,,,,,,,,,
Male,37,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,35,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,39,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,47,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,38,Yes,3,C,USA,,,,,,,,,,,,,,,,,
Male,21,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,22,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,44,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,35,Yes,1,S,,,,,,,,,,,,,,,,,,
Male,23,No,1,C,,,,,,,,,,,,,,,,,,
Male,47,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,31,No,2,S,IRL,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,17,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,30,No,2,S,SAM,,,,,,,,,,,,,,,,,
Female,18,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,47,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,40,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,71,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,9,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,41,No,3,S,,,,,,,,,,,,,,,,,,
Female,31,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,9,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,1,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,11,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,10,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,16,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,14,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,43,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,53,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,19,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,1,S,NAM,,,,,,,,,,,,,,,,,
Female,59,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,52,No,2,S,AFR,,,,,,,,,,,,,,,,,
Female,45,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,23,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,25,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,46,No,1,C,EUR,,,,,,,,,,,,,,,,,
Male,19,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,37,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,28,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,19,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,24,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,28,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,24,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,30,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,0.583333333,Yes,2,S,USA,,,,,,,,,,,,,,,,,
Female,23,Yes,2,S,USA,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,27,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,18,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,35,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,41,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,26,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,45,Yes,3,S,USA,,,,,,,,,,,,,,,,,
Male,45,No,2,S,USA,,,,,,,,,,,,,,,,,
Male,25,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,21,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,17,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,21,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,6,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,48,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,49,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,39,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,37,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,62,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,45,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,35,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,45,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,46,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,7,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,47,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,48,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,1,C,AFR,,,,,,,,,,,,,,,,,
Male,45,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Female,24,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,55,No,1,S,NAM,,,,,,,,,,,,,,,,,
Female,52,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Male,42,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,33,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,27,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,24,Yes,3,S,,,,,,,,,,,,,,,,,,
Female,20,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,16,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,23,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,30,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,28,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,21,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,24,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,24,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,50,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,50,Yes,2,S,ASA,,,,,,,,,,,,,,,,,
Female,56,Yes,2,S,ASA,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,18,No,2,S,FIN,,,,,,,,,,,,,,,,,
Male,55,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,17,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,44,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,2,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,20,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,54,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,50,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,51,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,29,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,18,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,42,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,35,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,40,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,27,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,21,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,3,Q,,,,,,,,,,,,,,,,,,
Male,41,Yes,2,S,ASA,,,,,,,,,,,,,,,,,
Female,26,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,63,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,61,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,38,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,31,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,43,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,42,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,2,S,,,,,,,,,,,,,,,,,,
Male,34,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,34,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,11,No,3,C,,,,,,,,,,,,,,,,,,
Female,18,Yes,3,C,ASA,,,,,,,,,,,,,,,,,
Male,33,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,39,Yes,1,S,,,,,,,,,,,,,,,,,,
Female,17,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,32,No,3,S,,,,,,,,,,,,,,,,,,
Female,17,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,25,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,50,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,49,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,16,No,3,C,,,,,,,,,,,,,,,,,,
Female,19,No,3,C,,,,,,,,,,,,,,,,,,
Female,24,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,2,S,AFR,,,,,,,,,,,,,,,,,
Male,30,Yes,3,C,EUR,,,,,,,,,,,,,,,,,
Male,21,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,21,No,3,S,,,,,,,,,,,,,,,,,,
Male,46,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,48,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,17,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,26,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,23,Yes,2,C,USA,,,,,,,,,,,,,,,,,
Male,29,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,34,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,22,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,33,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,31,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,29,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,26,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,4,Yes,3,S,,,,,,,,,,,,,,,,,,
Female,1,Yes,3,S,,,,,,,,,,,,,,,,,,
Male,49,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,33,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,26,Yes,3,S,,,,,,,,,,,,,,,,,,
Male,19,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,8,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,7,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,36,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,46,No,1,S,USA,,,,,,,,,,,,,,,,,
Male,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,25,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,27,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,39,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,50,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,20,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,21,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,32,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,17,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,21,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,34,No,2,S,EUR,,,,,,,,,,,,,,,,,
Female,24,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,30,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,21,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,33,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,22,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,22,No,2,S,USA,,,,,,,,,,,,,,,,,
Female,5,Yes,3,C,EUR,,,,,,,,,,,,,,,,,
Male,39,Yes,3,C,USA,,,,,,,,,,,,,,,,,
Male,19,No,3,C,EUR,,,,,,,,,,,,,,,,,
Female,46,Yes,2,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,35,No,2,Q,IRL,,,,,,,,,,,,,,,,,
Male,39,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,33,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,20,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,22,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,44,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,44,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,49,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,58,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,41,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,40,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,25,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,20,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,25,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,22,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,22,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,42,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,45,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,4,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Female,26,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Female,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,29,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,26,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,52,No,2,Q,USA,,,,,,,,,,,,,,,,,
Male,41,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,1,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,18,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,36,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,41,No,2,B,EUR,,,,,,,,,,,,,,,,,
Male,25,Yes,3,C,ASA,,,,,,,,,,,,,,,,,
Female,29,Yes,1,S,,,,,,,,,,,,,,,,,,
Male,23,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,31,No,2,S,SWE,,,,,,,,,,,,,,,,,
Male,35,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,35,No,2,S,USA,,,,,,,,,,,,,,,,,
Female,34,No,2,S,USA,,,,,,,,,,,,,,,,,
Female,37,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,31,No,2,Q,IRL,,,,,,,,,,,,,,,,,
Male,38,Yes,3,S,ASA,,,,,,,,,,,,,,,,,
Male,23,No,3,S,,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,17,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,32,Yes,3,S,,,,,,,,,,,,,,,,,,
Female,1,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Female,3,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,25,No,2,C,EUR,,,,,,,,,,,,,,,,,
Female,22,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,29,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,29,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,22,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,49,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,5,No,3,S,,,,,,,,,,,,,,,,,,
Female,3,No,3,S,,,,,,,,,,,,,,,,,,
Female,8,No,3,S,,,,,,,,,,,,,,,,,,
Female,12,No,3,S,,,,,,,,,,,,,,,,,,
Female,40,No,3,S,,,,,,,,,,,,,,,,,,
Female,17,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,32,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,31,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Female,39,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,18,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,20,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,27,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,41,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,35,Yes,1,C,,,,,,,,,,,,,,,,,,
Male,37,No,2,S,NAM,,,,,,,,,,,,,,,,,
Male,30,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,25,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,25,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,45,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,1,S,SWE,,,,,,,,,,,,,,,,,
Male,36,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,30,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,20,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,55,Yes,1,C,SWE,,,,,,,,,,,,,,,,,
